Cluster,year_fraction_met,age_when_met,w6_q16,time_from_met_to_rel,w6_number_people_met,ppage
Cluster 0,1965.5830078125,18.254064559936523,3.477458953857422,2.078338146209717,0.08418890833854675,70.17276422764228
Cluster 1,1995.96923828125,23.86079978942871,3.3439393043518066,1.8017216920852661,0.33765244483947754,43.30612244897959
Cluster 2,2008.3701171875,47.214988708496094,2.770297050476074,0.6955722570419312,0.7559523582458496,56.315581854043394
Cluster 3,1982.245849609375,25.325136184692383,3.333787441253662,2.3239266872406006,0.11080711334943771,60.62957937584803
Cluster 4,2010.7235107421875,23.01624298095703,3.9928572177886963,1.154441475868225,0.7981651425361633,29.85151515151515
